Ligand gene symbol	Ligand HGNC ID	Ligand location	Receptor gene symbol	Receptor HGNC ID	PMID support
THBS1	HGNC:11785	secreted	PTPRJ	HGNC:9673	22308318
THBS1	HGNC:11785	secreted	SDC1	HGNC:10658	11257118
THBS1	HGNC:11785	secreted	SDC4	HGNC:10661	17879962
THBS1	HGNC:11785	secreted	TNFRSF11B	HGNC:11909	15799029
THBS2	HGNC:11786	secreted	CD47	HGNC:1682	8550562
THBS2	HGNC:11786	secreted	ITGA4	HGNC:6140	14699013
THBS2	HGNC:11786	secreted	ITGA6	HGNC:6142	12909644
THBS2	HGNC:11786	secreted	ITGB1	HGNC:6153	15292271
THBS2	HGNC:11786	secreted	NOTCH3	HGNC:7883	19147503
THPO	HGNC:11795	secreted	MPL	HGNC:7217	"10495959, 9766811"
TIGIT	HGNC:26838	plasma membrane	NECTIN2	HGNC:9707	19815499
TIGIT	HGNC:26838	plasma membrane	PVR	HGNC:9705	19815499
TIMD4	HGNC:25132	plasma membrane	HAVCR1	HGNC:17866	28949386
TIMP1	HGNC:11820	secreted	CD63	HGNC:1692	16917503
TIMP2	HGNC:11821	secreted	ITGA3	HGNC:6139	"12887919, 16326706"
TIMP2	HGNC:11821	secreted	ITGB1	HGNC:6153	"16326706, 12887919"
TIMP3	HGNC:11822	secreted	AGTR2	HGNC:338	18344519
TIMP3	HGNC:11822	secreted	KDR	HGNC:6307	12652295
TNC	HGNC:5318	secreted	CNTN1	HGNC:2171	10103110
TNC	HGNC:5318	secreted	EGFR	HGNC:3236	11470832
TNC	HGNC:5318	secreted	ITGA7	HGNC:6143	14715956
TNC	HGNC:5318	secreted	ITGAV	HGNC:6150	9314546
TNC	HGNC:5318	secreted	ITGB1	HGNC:6153	14715956
TNC	HGNC:5318	secreted	ITGB3	HGNC:6156	9314546
TNC	HGNC:5318	secreted	PTPRB	HGNC:9665	11313993
TNC	HGNC:5318	secreted	PTPRZ1	HGNC:9685	20689858
TNF	HGNC:11892	plasma membrane; secreted	TNFRSF1A	HGNC:11916	"7852363, 10634209, 14743216, 19084540"
TNF	HGNC:11892	plasma membrane; secreted	TNFRSF1B	HGNC:11917	"2158863, 7664431, 2158863, 19084540"
TNF	HGNC:11892	plasma membrane; secreted	TNFRSF21	HGNC:13469	9714541
TNFRSF14	HGNC:11912	plasma membrane	BTLA	HGNC:21087	29061848
TNFRSF14	HGNC:11912	plasma membrane	CD160	HGNC:17013	31332204
TNFSF10	HGNC:11925	plasma membrane; secreted	TNFRSF10A	HGNC:11904	"15766588, 10549288, 9082980, 9325248"
TNFSF10	HGNC:11925	plasma membrane; secreted	TNFRSF10B	HGNC:11905	"15766588, 9311998, 10549288, 9325248"
TNFSF10	HGNC:11925	plasma membrane; secreted	TNFRSF10C	HGNC:11906	"9325248, 9613612, 9314565, 9325248"
TNFSF10	HGNC:11925	plasma membrane; secreted	TNFRSF10D	HGNC:11907	"9242610, 9430226"
TNFSF10	HGNC:11925	plasma membrane; secreted	TNFRSF11B	HGNC:11909	"9520411, 12221720"
TNFSF11	HGNC:11926	plasma membrane; secreted	TNFRSF11A	HGNC:11908	"11581298, 9367155"
TNFSF11	HGNC:11926	plasma membrane; secreted	TNFRSF11B	HGNC:11909	"9568710, 11733492, 12221720, 9520411"
TNFSF12	HGNC:11927	plasma membrane; secreted	CD163	HGNC:1631	19473660
TNFSF12	HGNC:11927	plasma membrane; secreted	TNFRSF12A	HGNC:18152	"12787562, 11728344, 12529173"
TNFSF13	HGNC:11928	plasma membrane; secreted	FAS	HGNC:11920	10706119
TNFSF13	HGNC:11928	plasma membrane; secreted	SDC2	HGNC:10659	15846369
TNFSF13	HGNC:11928	plasma membrane; secreted	TNFRSF11B	HGNC:11909	10706119
TNFSF13	HGNC:11928	plasma membrane; secreted	TNFRSF13B	HGNC:18153	"10956646, 10956646"
TNFSF13	HGNC:11928	plasma membrane; secreted	TNFRSF14	HGNC:11912	10706119
TNFSF13	HGNC:11928	plasma membrane; secreted	TNFRSF17	HGNC:11913	"14764606, 10973284"
TNFSF13	HGNC:11928	plasma membrane; secreted	TNFRSF1A	HGNC:11916	10706119
TNFSF13B	HGNC:11929	plasma membrane; secreted	TNFRSF13B	HGNC:18153	"10956646, 10801128"
TNFSF13B	HGNC:11929	plasma membrane; secreted	TNFRSF13C	HGNC:17755	"15851487, 12721620, 11509692"
TNFSF13B	HGNC:11929	plasma membrane; secreted	TNFRSF17	HGNC:11913	"10973284, 10908663, 10801128, 10973284"
TNFSF14	HGNC:11930	plasma membrane; secreted	LTBR	HGNC:6718	"10799510, 10318773, 10799510, 9462508"
TNFSF14	HGNC:11930	plasma membrane; secreted	TNFRSF14	HGNC:11912	"10894944, 11390428, 9462508"
TNFSF14	HGNC:11930	plasma membrane; secreted	TNFRSF6B	HGNC:11921	11994433
TNFSF15	HGNC:11931	plasma membrane; secreted	TNFRSF25	HGNC:11910	"11911831, 11911831"
TNFSF15	HGNC:11931	plasma membrane; secreted	TNFRSF6B	HGNC:11921	11911831
TNFSF18	HGNC:11932	plasma membrane	TNFRSF18	HGNC:11914	"10037686, 10037686, 10074428"
TNFSF4	HGNC:11934	plasma membrane	TNFRSF4	HGNC:11918	"12134113, 12134113"
TNFSF8	HGNC:11938	plasma membrane	TNFRSF8	HGNC:11923	"8391931, 11754357"
TNFSF9	HGNC:11939	plasma membrane	TNFRSF9	HGNC:11924	"8088337, 13130507, 9045669, 8088337"
TOR2A	HGNC:11996	secreted	ATP5F1B	HGNC:830	30552345
TRH	HGNC:12298	secreted	TRHR	HGNC:12299	"2175902, 15117874, 9794253"
TSHB	HGNC:12372	secreted	TSHR	HGNC:12373	"15571461, 2558651"
TSLP	HGNC:30743	secreted	CRLF2	HGNC:14281	"26198769, 22915648"
TSLP	HGNC:30743	secreted	IL7R	HGNC:6024	11418668
UCN	HGNC:12516	secreted	CRHR1	HGNC:2357	"11416224, 15450949, 11123370, 8612563, 8612563, 9423932"
UCN	HGNC:12516	secreted	CRHR2	HGNC:2358	"10816663, 15450949, 11123370, 8612563, 9423932, 11416224"
UCN2	HGNC:18414	secreted	CRHR1	HGNC:2357	15450949
UCN2	HGNC:18414	secreted	CRHR2	HGNC:2358	"11329063, 15450949, 11416224, 11226328"
UCN2	HGNC:18414	secreted	IL10RB	HGNC:5965	11416224
UCN3	HGNC:17781	secreted	CRHR1	HGNC:2357	11416224
UCN3	HGNC:17781	secreted	CRHR2	HGNC:2358	"11329063, 15450949, 11329063, 11416224"
UCN3	HGNC:17781	secreted	IL10RB	HGNC:5965	11416224
ULBP1	HGNC:14893	plasma membrane; secreted	KLRK1	HGNC:18788	"29651291, 26041808"
ULBP2	HGNC:14894	plasma membrane; secreted	KLRK1	HGNC:18788	"10894171, 26041808"
ULBP3	HGNC:14895	plasma membrane	KLRK1	HGNC:18788	"11239445, 29651291, 26041808"
UTS2	HGNC:12636	secreted	UTS2R	HGNC:4468	"10499587, 15109617, 11976263, 12238917, 15852036, 10581185"
UTS2B	HGNC:30894	secreted	UTS2R	HGNC:4468	"14550283, 11015293, 14550283"
VASP	HGNC:12652	secreted	CXCR2	HGNC:6027	19435808
VCAM1	HGNC:12663	secreted	ITGA4	HGNC:6140	11751331
VCAM1	HGNC:12663	secreted	ITGA9	HGNC:6145	10209034
VCAM1	HGNC:12663	secreted	ITGAD	HGNC:6146	"10438935, 10438935"
VCAM1	HGNC:12663	secreted	ITGB1	HGNC:6153	"11751331, 12097820, 19057841"
VCAM1	HGNC:12663	secreted	ITGB2	HGNC:6155	10438935
VCAM1	HGNC:12663	secreted	ITGB7	HGNC:6162	12682249
VCAN	HGNC:2464	secreted	CD44	HGNC:1681	10950950
VCAN	HGNC:2464	secreted	EGFR	HGNC:3236	16045811
VCAN	HGNC:2464	secreted	ITGB1	HGNC:6153	11805102
VCAN	HGNC:2464	secreted	SELP	HGNC:10721	10950950
VCAN	HGNC:2464	secreted	TLR2	HGNC:11848	19122641
VEGFA	HGNC:12680	secreted	FLT1	HGNC:3763	"8621427, 15637071, 8621427, 17051153, 9393862"
VEGFA	HGNC:12680	secreted	GPC1	HGNC:4449	10196157
VEGFA	HGNC:12680	secreted	KDR	HGNC:6307	"8621427, 15637071, 8621427, 17318185"
VEGFA	HGNC:12680	secreted	NRP1	HGNC:8004	"11986311, 15637071, 11986311, 10409677, 9529250, 17222790, 16763549"
VEGFA	HGNC:12680	secreted	NRP2	HGNC:8005	10748121
VEGFB	HGNC:12681	secreted	FLT1	HGNC:3763	"97517301, 9751730"
VEGFB	HGNC:12681	secreted	NRP1	HGNC:8004	"409677, 10409677"
VEGFC	HGNC:12682	secreted	FLT4	HGNC:3767	"12881528, 8700872, 16530705"
VEGFC	HGNC:12682	secreted	KDR	HGNC:6307	"8612600, 11332691, 11332691"
VEGFC	HGNC:12682	secreted	NRP2	HGNC:8005	8612600
VEGFC	HGNC:12682	secreted	VIPR2	HGNC:12695	12881528
VEGFD	HGNC:3708	secreted	FLT4	HGNC:3767	"9435229, 9435229, 21148085"
VEGFD	HGNC:3708	secreted	ITGA9	HGNC:6145	15590642
VEGFD	HGNC:3708	secreted	KDR	HGNC:6307	"9435229, 9435229"
VEGFD	HGNC:3708	secreted	NRP2	HGNC:8005	"16816121, 9435229"
VIM	HGNC:12692	secreted	CD44	HGNC:1681	22216242
VIP	HGNC:12693	secreted	ADCYAP1R1	HGNC:242	"10583729, 16930633, 11931347"
VIP	HGNC:12693	secreted	SCTR	HGNC:10608	1646711
VIP	HGNC:12693	secreted	VIPR1	HGNC:12694	"11027527, 8791009, 8074647, 16930633, 9928018, 9437714, 10801840, 10570056, 8390245, 11931347, 9726637, 9152366, 9454823, 15247290, 807467, 11027527"
VIP	HGNC:12693	secreted	VIPR2	HGNC:12695	"12220741, 16930633, 10801840, 9454823, 9928018, 10570056, 11931347, 9437714, 9152366, 9726637, 8146174, 9454823, 10801840"
VTN	HGNC:12724	secreted	ITGA5	HGNC:6141	11331280
VTN	HGNC:12724	secreted	ITGA8	HGNC:6144	7559467
VTN	HGNC:12724	secreted	ITGAV	HGNC:6150	23154389
VTN	HGNC:12724	secreted	ITGB3	HGNC:6156	"11331280, 16195248"
VTN	HGNC:12724	secreted	ITGB6	HGNC:6161	8120056
VTN	HGNC:12724	secreted	ITGB8	HGNC:6163	11156415
VTN	HGNC:12724	secreted	PLAUR	HGNC:9053	8830783
VTN	HGNC:12724	secreted	PVR	HGNC:9705	11437656
VTN	HGNC:12724	secreted	TNFRSF11B	HGNC:11909	15799029
VWF	HGNC:12726	secreted	GP1BA	HGNC:4439	"12183630, 12087105, 6336654"
VWF	HGNC:12726	secreted	ITGA2B	HGNC:6138	1737795
VWF	HGNC:12726	secreted	TNFRSF11B	HGNC:11909	15799029
WNT1	HGNC:12774	secreted	FZD1	HGNC:4038	24032637
WNT1	HGNC:12774	secreted	FZD10	HGNC:4039	24599775
WNT1	HGNC:12774	secreted	FZD2	HGNC:4040	28733458
WNT1	HGNC:12774	secreted	FZD3	HGNC:4041	14642436
WNT1	HGNC:12774	secreted	FZD4	HGNC:4042	28733458
WNT1	HGNC:12774	secreted	FZD8	HGNC:4046	"15454084, 15454084"
WNT1	HGNC:12774	secreted	FZD9	HGNC:4047	"9147651, 9147651"
WNT1	HGNC:12774	secreted	LRP6	HGNC:6698	"11029007, 11448771"
WNT1	HGNC:12774	secreted	ROR2	HGNC:10257	15388793
WNT1	HGNC:12774	secreted	RYK	HGNC:10481	"15454084, 15454084"
WNT10A	HGNC:13829	secreted	FZD1	HGNC:4038	28733458
WNT10A	HGNC:13829	secreted	FZD5	HGNC:4043	28733458
WNT10A	HGNC:13829	secreted	FZD8	HGNC:4046	28733458
WNT10B	HGNC:12775	secreted	FZD7	HGNC:4045	29979633
WNT11	HGNC:12776	secreted	FZD7	HGNC:4045	10862746
WNT11	HGNC:12776	secreted	FZD8	HGNC:4046	29717114
WNT16	HGNC:16267	secreted	FZD2	HGNC:4040	26861315
WNT16	HGNC:16267	secreted	LRP5	HGNC:6697	26861315
WNT2	HGNC:12780	secreted	FZD1	HGNC:4038	10557084
WNT2	HGNC:12780	secreted	FZD2	HGNC:4040	24032637
WNT2	HGNC:12780	secreted	FZD3	HGNC:4041	24032637
WNT2	HGNC:12780	secreted	FZD4	HGNC:4042	24032637
WNT2	HGNC:12780	secreted	FZD5	HGNC:4043	18302287
WNT2	HGNC:12780	secreted	FZD7	HGNC:4045	23815780
WNT2	HGNC:12780	secreted	FZD8	HGNC:4046	23815780
WNT2	HGNC:12780	secreted	FZD9	HGNC:4047	12138115
WNT2B	HGNC:12781	secreted	FZD4	HGNC:4042	24032637
WNT2B	HGNC:12781	secreted	FZD7	HGNC:4045	18567805
WNT3	HGNC:12782	secreted	FZD1	HGNC:4038	10557084
WNT3	HGNC:12782	secreted	FZD7	HGNC:4045	"18313787, 25892522"
WNT3	HGNC:12782	secreted	FZD8	HGNC:4046	"18528331, 15454084"
WNT3	HGNC:12782	secreted	LRP6	HGNC:6698	18528331
WNT3	HGNC:12782	secreted	RYK	HGNC:10481	15454084
WNT3A	HGNC:15983	secreted	APCDD1	HGNC:15718	20393562
WNT3A	HGNC:15983	secreted	FZD1	HGNC:4038	10557084
WNT3A	HGNC:15983	secreted	FZD10	HGNC:4039	24599775
WNT3A	HGNC:15983	secreted	FZD2	HGNC:4040	"18215320, 19910923"
WNT3A	HGNC:15983	secreted	FZD5	HGNC:4043	22753465
WNT3A	HGNC:15983	secreted	FZD6	HGNC:4044	"21665003, 21128903"
WNT3A	HGNC:15983	secreted	FZD7	HGNC:4045	18215320
WNT3A	HGNC:15983	secreted	FZD8	HGNC:4046	22303445
WNT3A	HGNC:15983	secreted	LRP1	HGNC:6692	14739301
WNT3A	HGNC:15983	secreted	LRP6	HGNC:6698	"14739301, 12897152"
WNT3A	HGNC:15983	secreted	RYK	HGNC:10481	15454084
WNT4	HGNC:12783	secreted	FZD2	HGNC:4040	12325120
WNT4	HGNC:12783	secreted	FZD6	HGNC:4044	"15265686, 21541287, 15265686, 15265686"
WNT5A	HGNC:12784	secreted	FZD1	HGNC:4038	10557084
WNT5A	HGNC:12784	secreted	FZD2	HGNC:4040	"9389482, 19910923"
WNT5A	HGNC:12784	secreted	FZD3	HGNC:4041	24032637
WNT5A	HGNC:12784	secreted	FZD4	HGNC:4042	10990458
WNT5A	HGNC:12784	secreted	FZD5	HGNC:4043	9054360
WNT5A	HGNC:12784	secreted	FZD6	HGNC:4044	21665003
WNT5A	HGNC:12784	secreted	FZD7	HGNC:4045	10990458
WNT5A	HGNC:12784	secreted	FZD8	HGNC:4046	21518267
WNT5A	HGNC:12784	secreted	LRP5	HGNC:6697	16602827
WNT5A	HGNC:12784	secreted	MCAM	HGNC:6934	24335906
WNT5A	HGNC:12784	secreted	ROR1	HGNC:10256	18287027
WNT5A	HGNC:12784	secreted	ROR2	HGNC:10257	12839624
WNT5A	HGNC:12784	secreted	RYK	HGNC:10481	15598975
WNT5B	HGNC:16265	secreted	FZD2	HGNC:4040	27036869
WNT5B	HGNC:16265	secreted	FZD8	HGNC:4046	26849959
WNT6	HGNC:12785	secreted	FZD7	HGNC:4045	27122540
WNT7A	HGNC:12786	secreted	FZD1	HGNC:4038	28733458
WNT7A	HGNC:12786	secreted	FZD10	HGNC:4039	"18567805, 12857724"
WNT7A	HGNC:12786	secreted	FZD5	HGNC:4043	"12857724, 12857724"
WNT7A	HGNC:12786	secreted	FZD9	HGNC:4047	15705594
WNT7B	HGNC:12787	secreted	FZD1	HGNC:4038	15923619
WNT7B	HGNC:12787	secreted	FZD10	HGNC:4039	15923619
WNT7B	HGNC:12787	secreted	FZD4	HGNC:4042	24032637
WNT7B	HGNC:12787	secreted	FZD5	HGNC:4043	28733458
WNT7B	HGNC:12787	secreted	FZD8	HGNC:4046	28733458
WNT7B	HGNC:12787	secreted	LRP5	HGNC:6697	15923619
WNT8A	HGNC:12788	secreted	FZD4	HGNC:4042	28733458
WNT8A	HGNC:12788	secreted	FZD5	HGNC:4043	28733458
WNT8A	HGNC:12788	secreted	FZD8	HGNC:4046	28733458
WNT9A	HGNC:12778	secreted	FZD10	HGNC:4039	28733458
WNT9A	HGNC:12778	secreted	FZD4	HGNC:4042	28733458
WNT9B	HGNC:12779	secreted	FZD10	HGNC:4039	28733458
WNT9B	HGNC:12779	secreted	FZD4	HGNC:4042	28733458
WNT9B	HGNC:12779	secreted	FZD5	HGNC:4043	"28733458, 30978219, 25892522"
WNT9B	HGNC:12779	secreted	FZD8	HGNC:4046	28733458
XCL1	HGNC:10645	secreted	XCR1	HGNC:1625	"9632725, 9632725, 11446740"
XCL2	HGNC:10646	secreted	XCR1	HGNC:1625	9632725
YBX1	HGNC:8014	secreted	NOTCH1	HGNC:7881	30321499
ZG16B	HGNC:30456	secreted	CXCR4	HGNC:2561	20802527
ZG16B	HGNC:30456	secreted	TLR2	HGNC:11848	20802527
ZG16B	HGNC:30456	secreted	TLR4	HGNC:11850	20802527
ZG16B	HGNC:30456	secreted	TLR5	HGNC:11851	20802527
ZG16B	HGNC:30456	secreted	TLR6	HGNC:16711	20802527
ZP3	HGNC:13189	secreted	CHRNA7	HGNC:1960	22577141
ZP3	HGNC:13189	secreted	EGFR	HGNC:3236	22577141
ZP3	HGNC:13189	secreted	MERTK	HGNC:7027	7541556
